ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,PROCESO_ELECTORAL,ORGANIZACION_POLITICA,ANIO_INICIO,ANIO_FINAL,CARGO_ELEGIDO
PERUANOS POR EL KAMBIO,CONGRESISTA,EDGAR DAVID,VILLANUEVA NUÑEZ,ELECCIONES GENERALES 2001,PERU POSIBLE,2001,2006,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,EDGAR DAVID,VILLANUEVA NUÑEZ,ELLECIONES 1996,MOVIMIENTO REGIONAL TODAS LAS SANGRES,1996,1998,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,EDUARDO,GUEVARA CAMARA,MUNICIPAL 1995,MOVIMIENTO INDEPENDIENTE ,1996,1999,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,EDUARDO,GUEVARA CAMARA,MUNICIPAL 2002,MOVIMIENTO INDEPENDIENTE,2003,2006,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,EDUARDO,GUEVARA CAMARA,REGIONALES 1989,APRA-INVITADO,1990,1992,DIPUTADO(A)
PERUANOS POR EL KAMBIO,CONGRESISTA,EDUARDO,ESPINOZA RAMOS,ELECCIONES GENERALES 2006,UNIÓN POR EL PERU,2006,2011,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,EDUARDO,GUEVARA CAMARA,MUNICIPAL 1992,MOVIMIENTO INDEPENDIENTE,1993,1995,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,GINO FRANCISCO,COSTA SANTOLALLA,2014,SOMOS PERU,2015,Actualidad,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,GLADYS SOFIA,RODRIGUEZ ASPAJO,ELECCIONES MUNICIPALES 2014,ALIANZA PARA EL PROGRESO,2015,Actualidad,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,GUIDO RICARDO,LOMBARDI ELIAS,Elecciones generales 2006,Unidad Nacional,2006,2011,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,HECTOR HUGO,CHAVEZ CHUCHON,ELECCIONES 2001,UNIDAD NACIONAL,2001,2006,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,ISAAC ERNESTO,MOLINA CHAVEZ,2006,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,2007,2010,GOBERNADOR(A) REGIONAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JAVIER FERNANDO MIGUEL,ATKINS LERGGIOS,ELECCIONES REGIONALES 2010,ALIANZA UNIDOS CONSTRUYENDO,2011,2014,GOBERNADOR(A) REGIONAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JIMMY RENZO,OJEDA ARNICA,ELECCIONES 2010,AREQUIPA RENACE,2011,2014,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS,NOVOA FLORES,ELLECIONES 2002,ENERGIA COMUNAL AMAZONICA,2003,2004,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS,NOVOA FLORES,ELECCIONES 1998,LA FUERZA DEL CAMBIO,1999,2002,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS,HANCCO MAMANI,ELECIONES 1999,MOVIMIENTO INDEPENDIENTE VV,1999,2002,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS ANTONIO,MALAGA CUTIPE,PROCESO ELECTORAL 2010,RECUPEREMOS TACNA,2011,2014,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS ANTONIO,MALAGA CUTIPE,ELECCIONES 1998,FUERZA Y DESARROLLO,1999,2002,ALCALDE(SA) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS ANTONIO,MALAGA CUTIPE,PROCESO ELECTORAL 2006,PERU POSIBLE,2007,2010,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS ANTONIO,MALAGA CUTIPE,PROCESO ELECTORAL 1992,MOVIMIENTO INDEPENDIENTE AGRARIO,1993,1995,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JUAN,CHANG TEMPLO,ELECCIONES MUNICIPALES 2011,MOVIMIENTO POLITICO INDEPENDIENTE EL JUANE,2011,2014,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,JUAN,CHANG TEMPLO,ELECCIONES MUNICIPALES 1996,MOV. IND. RENOVADOR MORALIZADOR-MIREMO,1996,1998,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,LIDIA GUMERCINDA,PRADO CARITAS,ELECCIONES 1995,MOVIMIENTO INDEPENDIENTE POR AYACUCHO,1996,1998,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,LUIS ALBERTO,BOCANGEL RAMIREZ,2006,RESTAURACION NACIONAL,2007,2010,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,MARIO DELFIN,RIOS ESPINOZA,ELECCIONES GENERALES 2011,ALIANZA POR EL GRAN KAMBIO,2011,2012,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,MARIO NEMECIO,MELO VILLALVA,ELECCIONES 2015,AREQUIPA RENACE,2015,Actualidad,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,MARIO NEMECIO,MELO VILLALVA,ELECCIONES 2011,AREQUIPA RENACE,2011,2014,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,MAURICIO,RODRIGUEZ RODRIGUEZ,ELECCIONES REGIONALES Y MUNICIPALES 2010,PROYECTO POLITICO AQUI,2011,2014,GOBERNADOR(A) REGIONAL
PERUANOS POR EL KAMBIO,CONGRESISTA,MAURO MAURICIO,VILA BEJARANO,ELECCIONES MUNICIPALES 1998,SOMOS PERU,1999,2002,ALCALDE(SA) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,MOISES BARTOLOME,GUIA PIANTO,1997,VAMOS VECINOS,1998,2002,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,NIDIA ORFELINDA,PUELLES BECERRA ,ELECCIONES 2003,PERU POSIBLE,2003,2006,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,NILDA BEATRIZ,CCARITA QUEA,ELECCIONES 2014,PROYECTO DE LA INTEGRACION PARA LA COPERACION,2015,Actualidad,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,NOE,HERNANDEZ IZQUIERDO,ELECCIONES REGIONALES Y LOCALES 1995,CAMBIO DEMOCRATICO,1996,1998,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,NOE,HERNANDEZ IZQUIERDO,ELECCIONES REGIONALES Y LOCALES 2002,FUERZA COMUNAL,2003,2006,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,NOE,HERNANDEZ IZQUIERDO,ELECCIONES REGIONALES Y LOCALES 1998,VAMOS VECINO,1999,2002,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,NORMA,BURGOS MONDRAGON,2010,ALIANZA REGIONAL JUNTOS POR AMAZONAS ,2013,2014,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,NORMA,BURGOS MONDRAGON,2010,ALIANZA REGIONAL JUNTOS POR AMANAZONAS ,2011,2013,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,RAFAEL,VARGAS MALAGA,REGIONALES 2010,BANDERAS TACNEÑISTAS,2011,2014,CONSEJERO REGIONAL
PERUANOS POR EL KAMBIO,CONGRESISTA,ROSARIO ESTHER,NOVOA ESPINOZA,2006,UNIÓN POR EL PERÚ,2007,2010,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,ELECCIONES MUNICIPALES 2006,UNIDAD NACIONAL,2007,2010,ALCALDE(SA) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,ELECCIONES MUNICIPALES 1989,FREDEMO,1990,1993,REGIDOR(A) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,ELECCIONES MUNICIPALES 2002,UNIDAD NACIONAL,2003,2006,ALCALDE(SA) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,ELECCIONES MUNICIPALES 2010,CAMBIO RADICAL,2011,2014,ALCALDE(SA) DISTRITAL
PERUANOS POR EL KAMBIO,CONGRESISTA,SERGIO FRANCISCO FELIX,DAVILA VIZCARRA,ELECIONES 2006,MOV. REGIONAL AREQUIPA TRADICION Y FUTUTRO,2007,2010,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,SERGIO FRANCISCO FELIX,DAVILA VIZCARRA,ELLECIONES 1986,UDECA,1987,1990,REGIDOR(A) PROVINCIAL
PERUANOS POR EL KAMBIO,CONGRESISTA,VICENTE ANTONIO,ZEBALLOS SALINAS,ELECCIONES GENERALES 2011,SOLIDARIDAD NACIONAL,2011,Actualidad,CONGRESISTA
PERUANOS POR EL KAMBIO,CONGRESISTA,VICENTE ANTONIO,ZEBALLOS SALINAS,PROCESO ELECTORAL 2003,COMPROMISO Y DESARROLLO,2003,2006,ALCALDE(SA) PROVINCIAL
PERUANOS POR EL KAMBIO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,MARTIN ALBERTO,VIZCARRA CORNEJO,2010,Integración Regional por Ti,2011,2014,GOBERNADOR(A) REGIONAL
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,Municipal 1992,Acción Popular,1993,1995,ALCALDE(SA) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,Municipal 1989,Frente Democrático (FREDEMO),1990,1992,ALCALDE(SA) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,Nacional 1995,Acción Popular,1995,2000,CONGRESISTA
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,Municipal 2002,Acción Popular,2003,2006,ALCALDE(SA) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,CARLOS ANDRES,HUAMAN TOMECICH,Revocatoria Lima 2013,Acción Popular,2014,2014,REGIDOR(A) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,EDWIN ALFREDO,BUSTIOS SAAVEDRA,ELECCIONES MUNICIPALES 2006,QATUN TARPUY,2007,2010,ALCALDE(SA) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,EDWIN ALFREDO,BUSTIOS SAAVEDRA,ELECCIONES MUNICIPALES 2006,QATUN TARPUY,2007,2010,ALCALDE(SA) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,2002,UNIDAD NACIONAL,2003,2006,REGIDOR(A) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,IRMA,PANDURO TORRES,2002,Partido Politico Perú Posible,2003,2006,REGIDOR(A) DISTRITAL
TODOS POR EL PERU,CONGRESISTA,LUIS ALBERTO,DIAZ MORALES,2002,UNIDAD NACIONAL,2003,2006,REGIDOR(A) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,LUIS GUILLERMO MARTIN,CASTRO PEREZ,ERM-2010,ACCION POPULAR,2011,2014,REGIDOR(A) DISTRITAL
TODOS POR EL PERU,CONGRESISTA,MANUEL,VILLALVA MORAN,.,FRENTE DE CENTRO,2006,2006,CONGRESISTA
TODOS POR EL PERU,CONGRESISTA,MARITZA,CHIROQUE SANDOVAL,2010,MOVIMIENTO REGIONAL UNIDOS CONSTRUYENDO,2011,2014,REGIDOR(A) PROVINCIAL
TODOS POR EL PERU,CONGRESISTA,SANDRA MARIA,GONZALES GOMEZ,2010,MOVIMIENTO REGIONAL INDEPENDIENTE UNIDOS VAMOS ADELANTE,2011,2014,REGIDOR(A) PROVINCIAL
