ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,INSTITUCION,CARGO,ANIO_INICIO,ANIO_FINAL
TODOS POR EL PERU,CONGRESISTA,CARLOS LENNIN JESUS,SANCHEZ LOPEZ,Cooperativa de Ahorro y Crédito ''San José de Cartavio'',Delegado,2013,Actualidad
TODOS POR EL PERU,CONGRESISTA,DAVID ESTEBAN,GARCIA FUENTES,RENAPJ Lima,Vocero regional,2013,2014
TODOS POR EL PERU,CONGRESISTA,DIOGENES,PARI PEREZ,Club Social Union Deportivo Ascension,Presidente,2015,Actualidad
TODOS POR EL PERU,CONGRESISTA,DIOGENES,PARI PEREZ,Capitulo de Ingenieria Civil del Colegio de Ingenieros de Huancavelica,Presidente ,2013,Actualidad
TODOS POR EL PERU,CONGRESISTA,EDGAR,DOMINGUEZ RIVERA,C.D.J.M.A,PRESIDENTE,2015,2015
TODOS POR EL PERU,CONGRESISTA,EDGAR,DOMINGUEZ RIVERA,C.D. SANTA ROSA,PRESIDENTE,2011,2011
TODOS POR EL PERU,CONGRESISTA,EDITH,BAUTISTA LEON,TODOS POR EL PERU,Militante,2016,Actualidad
TODOS POR EL PERU,CONGRESISTA,EDITH,BAUTISTA LEON,Red de Técnicos Municipalistas de Ayacucho,Secretaria ,2009,2009
TODOS POR EL PERU,CONGRESISTA,EDITH,BAUTISTA LEON,Red de Municipios Rurales de Ayacucho,Secretaria Técnica ,2010,2010
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,ASOCIACION EDUCACIONAL BRITANICA DEL PERU,MIEMBRO DEL DIRECTORIO,2002,2016
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,CEDRO,VICE PRESIDENTE DEL CONSEJO DIRECTIVO,2012,2014
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,PATRONATO MARKHAM,VICE PRESIDENTE ,2005,2016
TODOS POR EL PERU,CONGRESISTA,GONZALO GERMAN,AGUIRRE ARRIZ,INSTITUTO PERUANO DE ACCION EMPRESARIAL,PRESIDENTE,2013,2016
TODOS POR EL PERU,CONGRESISTA,JOHN ALEXANDER,TORRES ROSELLO,SUTE REGIONAL PUNO,SECRETARIA DE DERECHOS HUMANOS,2015,Actualidad
TODOS POR EL PERU,CONGRESISTA,JULIA AGUEDA,VALENCIA GRIJALVA,CANAL LA LUZ TV,CONDUCTORA PYMES PERU,2011,2013
TODOS POR EL PERU,CONGRESISTA,JULIA AGUEDA,VALENCIA GRIJALVA,PORTAL OEA,TUTOR VIRTUAL VOLUNTARIA,2012,2013
TODOS POR EL PERU,CONGRESISTA,JUSTO IRWIN,GONZALES AGUADO,JÓVENES PERÚ,PRESIDENTE ,2001,2008
TODOS POR EL PERU,CONGRESISTA,LUIS ALBERTO,DIAZ MORALES,COLEGIO DE INGENIEROS DEL PERU,SECRETARIO DEL CENTRO DE PERITAJES,2013,2016
TODOS POR EL PERU,CONGRESISTA,LUIS ALBERTO,DIAZ MORALES,ACRIVIC,VICE PRESIDENTE,2009,2013
TODOS POR EL PERU,CONGRESISTA,MARIA TERESA,DULANTO GUINEA,ICPNA ,MIEMBRO VOCAL DEL CONSEJO DIRECTIVO DEL ICPNA,2011,Actualidad
TODOS POR EL PERU,CONGRESISTA,MARIA TERESA,DULANTO GUINEA,ASOCIACION ANGELES DE LOS ARENALES ,PRESIDENTA ,2012,Actualidad
TODOS POR EL PERU,CONGRESISTA,MARITZA,CHIROQUE SANDOVAL,CLUB DE LEONES,PRESIDENTE,2012,2013
TODOS POR EL PERU,CONGRESISTA,MARITZA,CHIROQUE SANDOVAL,CLUB DE LEONES,SECRETARIA,2010,2012
TODOS POR EL PERU,CONGRESISTA,MELVIN GRIMALDO,RODRIGUEZ MINCHOLA,ASOCIACION CIVIL SINACOOP-PNP,VOCAL,2013,2015
TODOS POR EL PERU,CONGRESISTA,TOMY DUPUY,VILLANUEVA AREQUIPEÑO,CONSEJO REGIONAL III-LIMA CMP,DECANO,2014,2016
TODOS POR EL PERU,CONGRESISTA,TOMY DUPUY,VILLANUEVA AREQUIPEÑO,CONSEJO REGIONAL III LIMA CMP,SECRETARIO,2008,2009
TODOS POR EL PERU,CONGRESISTA,VITTORIO ALFONSO,BRISSOLESE PAZ,DON BOSCO CALLAO /CREADOR DE COCINAS POPULARES,COORDINADOR GENERAL,1991,1993
TODOS POR EL PERU,CONGRESISTA,WILLIAMS,AUCCAHUASI ALMIDON,UNIVERSIDAD NACIONAL AMAZONICA DE MADRE DE DIOS ,PRESIDENTE DEL CENTRO FEDERADO DE LA CARRERA INGENIERIA FORESTAL ,2012,2013
