ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,CENTRO_SECUNDARIA,FECHAS,GRADO1,GRADO2,GRADO3,GRADO4,GRADO5
ACCION POPULAR,CONGRESISTA,TSETSEG ELSA,NUNCANQUIT QUIROZ,IE. SAN JOSE FYA-62,1999 - 2003,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,ULDARICO BALDOMERO,CASTILLO RAMOS,INSTITUTO VICTOR CALDERON CRUZ BARRANCA,1963 - 1973,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,VALERIANA ELIZABETH,YEPEZ YOVED,COLEGIO MIRAFLORES,1967 - 1971,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,VICENTE ARMANDO,ROJAS CAPISTRANO ,HIPOLITO UNANUE,1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,VICTOR,LEON LEON,GUE. RICARDO BENTIN,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,VICTOR ANDRES,GARCIA BELAUNDE,ESCUELA NAVAL DEL PERU,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,VICTOR MANUEL,BELAUNDE GONZALES,C.E.P. LA SALLE,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,VICTOR MARIANO,MARIN NEYRA,CORONEL BOLOGNESI,1968 - 1971,,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,VICTOR MARIANO,MARIN NEYRA,RAMON COPAJA ,1967 - 1967,1ERO,,,,
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,G.U.E LEONCIO PRADO,1990 - 1993,1ERO,2DO,3ERO,,
ACCION POPULAR,CONGRESISTA,WILDER HERMIAS,INCHAUSTEGUI FERNANDEZ,I.E MILAGRO DE FATIMA,1994 - 0,,,,4TO,5TO
ACCION POPULAR,CONGRESISTA,YANETT,FERIA DE TONG,CE SANTA RITA,1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,YOLANDA,MORI RAMIREZ,ANTONIO RAIMONDI,1969 - 1975,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,YONHY,LESCANO ANCIETA,GRAN UNID. S. CARLOS ,1971 - 1976,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,YULIANA MARGOT,SILVA RONCAL,MANUEL CONZALEZ  PRADA 89004,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,CONGRESISTA,YURI MARTIN,ARMAS PEÑA,C.E. José Faustino Sánchez Carrión ,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,PRESIDENTE DE LA REPUBLICA,ISAAC ALFREDO,BARNECHEA GARCIA,COLEGIO SAN VICENTE,1963 - 1967,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,VICTOR ANDRES,GARCIA BELAUNDE,ESCUELA NAVAL DEL PERU,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
ACCION POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,RICARDO EDMUNDO,DEL AGUILA MOROTE,ALFONSO GUADALUPE,1956 - 1956,1ERO,,,,
ACCION POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,RICARDO EDMUNDO,DEL AGUILA MOROTE,NUESTRA SEÑORA DE GUADALUPE,1957 - 1960,,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ABEL,AYARZA ROMERO,GRAN UNIDAD ESCOLAR INCA GARCILAZO DE LA VEGA,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ADOLFO ALBERTO,ARRIETA KOHLER ,COLEGIO CHAMPAGNAT MARISTAS,1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,AGUSTINA CARMELA,TORRES RODRIGUEZ,INSTITUTO NACIONAL DE COMERCIO Nº 20 JUNIN,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,AIDA AZUCENA,LOZANO TRUJILLO,IE JOSEFINA MEJIA DE BOCANEGRA,1969 - 1973,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,AMERICO,CABECILLA GALVEZ,COLEGIO NACIONAL PABLO PATRON,1985 - 1988,1ERO,2DO,3ERO,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,AMERICO,CABECILLA GALVEZ,INSTITUCIÓN EDUCATIVA JOSE ANTONIO ENCINAS,1989 - 1989,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ARLES,OGOSI HUAMANI,Colegio Maria Parado de Bellido,1984 - 1988,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,BARTOLOME LUIS,BRONCANO FLORES,COLÉGIO TÉCNICO SAN JACINTO,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CARLOS MAGNO,CHACON FLORES,COLEGIO PARTICULAR ICA,1962 - 1967,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CARMEN ROSA,LLOCLLA CHAYCO,COLEGIO SAN FRANCISCO DE LUCUCHANGA,1990 - 1994,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CARMEN ROSA,VILLALOBOS GALLARDO ,Colegio Santa María de la Frontera,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CECILIA YOLISA,CHACON RIVERA,Colegilo Nuestra Señora de la Misericordia,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CESAR AUGUSTO,SANDOVAL NIZAMA,COLEGIO CAYETANO HEREDIA,1958 - 1962,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CHARITO,PONCE BRAVO,C.N. LEONCIO PRADO,1989 - 1990,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CHARITO,PONCE BRAVO,C.N. MILAGRO DE FATIMA,1986 - 1988,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CHRISTOPHER ANTONIO,CASTILLO CALDERON ,CENTRO EDUCATIVO DE EDUCACIÓN NO ESTATAL HANS CHRISTIAN ANDERSENS	,1996 - 1999,1ERO,2DO,3ERO,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CHRISTOPHER ANTONIO,CASTILLO CALDERON ,COLEGIO MATERDEI,2000 - 0,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CIRILO PABLO,RAMIREZ ROJAS,GRAN UNIDAD ESCOLAR NICOLAS DE PIEROLA ,1968 - 1972,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CRISANTO CIRILO,ABREGU CANALES,GUE JOSE PARDO Y BARRERA,1969 - 1970,1ERO,,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,CRISANTO CIRILO,ABREGU CANALES,INEI #20 J.F. KENNEDY,1971 - 1974,,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DAISY SADID,REVATTA OLANO,I.E. Joaquin Capelo,2002 - 2002,,,,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DAISY SADID,REVATTA OLANO,I.E. Roque,2003 - 2003,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DAISY SADID,REVATTA OLANO,I.E. San Roque,1999 - 2001,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DANIEL HUGO,BARRAGAN COLOMA ,"CENTRO EDUCATIVO PARTICULAR MARISTAS ""SAN LUIS""",1978 - 1979,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DANIEL HUGO,BARRAGAN COLOMA ,"CENTRO EDUCATIVO PARTICULAR MARISTAS ""SAN LUIS"" ESEP MILITAR",1975 - 1976,1ERO,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DANIEL HUGO,BARRAGAN COLOMA ,ESCUELA SUPERIOR DE EDUCACIÓN PROFESIONAL LEONCIO PRADO,1977 - 1977,,,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DANNY EMILIO,ARROYO RUBIO,Colegio La Libertad,1992 - 1993,,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DANNY EMILIO,ARROYO RUBIO,Frankiln Roosevelt,1994 - 1994,,,,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DANNY EMILIO,ARROYO RUBIO,Gran Unidad Escolar Jose Faustino Sanchez Carrion,1991 - 1991,1ERO,,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DANNY EMILIO,ARROYO RUBIO,Institucion Educativa Privada El Amauta,1996 - 1996,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DEYANIRA,FARFAN CHAUCA,Institución Edicativa Mariscal Cáceres,1999 - 1999,,,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DEYANIRA,FARFAN CHAUCA,Institución Educativa Carlos Armando Laura,1992 - 1993,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,DEYANIRA,FARFAN CHAUCA,Institución Educativa Santa Rosa,1988 - 1989,1ERO,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,EDELMIRA NELIDA,UGALDE EVANGELISTA ,INSTITUCIÓN EDUCATIVA JOSE CARLOS MARIATEGUI,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,EDILBERTO JAVIER,ANGELES AGUILAR ,GRAN UNIDAD ESCOLAR CARLOS WIESSE,1966 - 1970,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,EDWIN BENITO,SOVERO ROMAN ,CEP Miguel Grau,1967 - 1969,,,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,EDWIN BENITO,SOVERO ROMAN ,"CEP ""Superior""",1963 - 1963,1ERO,,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,EDWIN BENITO,SOVERO ROMAN ,GUE 09 de Julio,1964 - 1966,,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,EDWIN JAIME,LAMCHOG QUISPE,Carlos A. Velasquez,1985 - 1990,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELIO NICOLAS,ARCAYA TASAYCO,I.E. JOSE JIMENEZ BORJA,1989 - 1991,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELIO NICOLAS,ARCAYA TASAYCO,I.E. MARISCAL RAMON CASTILLA,1992 - 1992,,,,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELIO NICOLAS,ARCAYA TASAYCO,I.E. NUESTRA SEÑORA DE GUADALUPE,1993 - 1993,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELIOVARDO CALIXTO,HUACOTO PALLAROZO,INSTITUCION EDUCATIVA MIXTO SEÑOR DE LOS MILAGROS,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELMER YUBINO,URIOL VELA,INSTITUCIÓN EDUCATIVA PUBLICA MARCIAL ACHARAN,1972 - 1976,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELSY MADELEYNE,MAMANI LOPEZ,I.E.S. JOSE CARLOS MARIATEGUI,2000 - 2001,1ERO,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELSY MADELEYNE,MAMANI LOPEZ,I.E.S. MARIANO MELGAR,2002 - 2004,,,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ELVA ALEJANDRA,VERTIZ CASTRO ,INSITUCIÓN EDUCATIVA DE LA FUERZA AÉREA JOSÉ QUIÑONES,2001 - 2005,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,EMMA LIZBEHT,DIAZ ALVAREZ,Marcial Acharan,1988 - 1992,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ENRIQUE,WONG PUJADA,GUE ALFONSO UGARTE,1953 - 1957,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ERNESTO ADOLFO,FLORES VILLAVICENCIO,Colegio Militar Ramon Castilla,1969 - 1969,,,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ERNESTO ADOLFO,FLORES VILLAVICENCIO,Dean Saavedra,1968 - 1968,,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ERNESTO ADOLFO,FLORES VILLAVICENCIO,Gran Unidad Escolar Sanchez Carrion,1971 - 1972,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ERNESTO ADOLFO,FLORES VILLAVICENCIO,Gran Unidad Escolar Sanchez Carrion,1967 - 1967,1ERO,,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ESTHER CONSUELO,QUIÑONES ZARATE DE NAJARRO,COLEGIO NACIONAL N° 4220 SAN JOSE MARELLO ,1998 - 0,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ESTHER CONSUELO,QUIÑONES ZARATE DE NAJARRO,COLEGIO PARROQUIAL MADRE ADMIRABLE,1985 - 1988,1ERO,2DO,3ERO,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,FERMIN,MESTAS PACOMPIA,IES GRAN UNIDAD ESCOLAR JOSE ANTONIO ENCINAS,1974 - 1976,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,FERMIN,MESTAS PACOMPIA,IES GRAN UNIDAD SAN CARLOS,1977 - 0,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,FERNANDO,AZAÑERO SANDOVAL ,COLEGIO PARTICULAR EDUARDO DE HABICH,1989 - 1990,,,3ERO,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,FERNANDO,AZAÑERO SANDOVAL ,INSTITUCIÓN EDUCATIVA EMBLEMÁTICA ALFONSO UGARTE,1986 - 1987,1ERO,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,FERNANDO,AZAÑERO SANDOVAL ,INSTITUCIÓN EDUCATIVA EMBLEMÁTICA ALFONSO UGARTE,1992 - 1992,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,FLORESMILO,GUERRERO NEYRA,COLEGIO SAN JUAN BAUTISTA,1990 - 1994,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GABY PILAR,CORDOVA ALVAREZ,INSTITUCIÓN EDUCATIVA PRIVADA HARVARD,2000 - 2000,,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GABY PILAR,CORDOVA ALVAREZ,INSTITUCIÓN EDUCATIVA PRIVADA SAN JUAN BOSCO,2001 - 2003,,,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GABY PILAR,CORDOVA ALVAREZ,INSTITUCIÓN EDUCATIVA PRIVADA SAN JUAN BOSCO,1999 - 1999,1ERO,,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GERARDO GIESSLER,LOPEZ QUIROZ ,COLEGIO MARISCAL ELOY GASPAR URETA,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GLADYS FLORENCIA,CCUNO YUCRA DE HUANCA,COLEGIO ADVENTISTA TUPAC AMARU,1987 - 1987,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GLADYS FLORENCIA,CCUNO YUCRA DE HUANCA,COLEGIO NACIONAL ROTAPATA,1983 - 1986,1ERO,2DO,3ERO,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GRACIELA ELIZABETH,LOYA AQUIJE DE COSENTINO,COLEGIO NACIONAL DE MUJERES RIMAC,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GUISSELLA AYDE,COLLANTES VÁSQUEZ,COLEGIO PARTICULAR ADVENTISTA DEL SEPTIMO DIA,1991 - 1995,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GUSTAVO,IHUI UMASI,"INSTITUCION EDUCATIVA N° 0680082 "" TENIENTE CORONEL PEDRO RUIZ GALLO""",2003 - 2003,,,,,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GUSTAVO,IHUI UMASI,"INSTITUCIÓN EDUCATIVA PARTICULAR N° 0931378 "" INCA GARCILASO DE LA VEGA""",1999 - 2002,1ERO,2DO,3ERO,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,GUSTAVO BERNARDO,RONDON FUDINAGA,COLEGIO SAN JUAN BAUTISTA DE LA SALLE,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,HAYDEE,FLORES ROJAS ,ALFREDO REBAZA ACOSTA,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,HECTOR SIMON,MAQUERA CHAVEZ,COLEGIO NACIONAL CORONEL BOLOGNESI,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,HERNAN,SUAREZ TOLEDO,C.N. LEONCIO PRADO,1975 - 1979,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,IBAR,QUINTANA MOSCOSO,  COLEGIO JEM,1971 - 1972,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,IBAR,QUINTANA MOSCOSO,COLEGIO GREMAR,1968 - 1970,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ISAAC FREDY,SERNA GUZMAN ,I.E. San Luis Gonzaga,1968 - 1973,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JACKELYNE KELLY,FUERTES VEGA DE DAVILA,COLEGIO PÚBLICO EXPERIMENTAL LOS EDUCADORES,1998 - 2002,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JAIME ANTONIO,VASQUEZ ACOSTA ,"Gran Unidad Escolar ""24 de Julio"" El Triunfo",1977 - 1982,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JAIME ROOSEWELT,MINAYA CASTROMONTE,GRAN UNIDAD ESCOLAR LA LIBERTAD,1958 - 1962,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JAIRO,DEL AGUILA RODRIGUEZ,IEPSM MARISCAL OSCAR R. BENAVIDES,1975 - 1977,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JAIRO,DEL AGUILA RODRIGUEZ,POLITECNICO NACIONAL DEL CALLAO,1978 - 0,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JORGE ARTURO,ORTECHO BARCO,Perpetuo Socorro,1996 - 2000,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE,HINOSTROZA AUCASIME,Institución Educativa Pública Mariscal Cáceres,1986 - 1988,1ERO,2DO,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE,HINOSTROZA AUCASIME,Institución Educativa Pública Uriel García,1989 - 1990,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE AFRANIO,OJEDA IZAGUIRRE,INSTITUCIÓN CARLOS AUGUSTO SALAVERRY ,1983 - 1985,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE ALEJANDRO,VEGA ANTONIO ,CE Nueve de Octubre SJL,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE AUGUSTO,ARCE PAREDES ,CHAMPAGNAT,2001 - 2005,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE EDILBERTO,SANTISTEBAN GRANADOS,INSTITUCION EDUCATIVA SAN JUAN,1996 - 2000,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE LEON,LUNA GALVEZ,COLEGIO NACIONAL CARLOS PAREJA PAZ SOLDÁN – RÍMAC,1968 - 1969,1ERO,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE LEON,LUNA GALVEZ,COLEGIO NACIONAL MIXTO 9 DE OCTUBRE (ACTUALMENTER ANTENOR ORREGO ESPINOZA) – ZÁR,1970 - 1972,,,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE LUIS,ALPACA DEZA,IES AGRO INDUSTRIAL DE CORIRE,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE MIGUEL,BRIONES SILVA,GUE CORONEL CORTEGANA DE CELENDIN,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JOSE ROMULO,VASQUEZ DIAZ,GUE MARIANO MELGAR,1976 - 1979,1ERO,2DO,3ERO,4TO,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JUAN AGUSTIN,RODRIGUEZ CARBAJAL,I.E. LA INMACULADA,1994 - 1998,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JUAN DAVID,PERRY CRUZ,GRAN UNIDAD NACIONAL LUZURIAGA,1970 - 1975,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JUAN HILMER,GONZALES SANDOVAL ,GRAN UNIDAD ESCOLAR SERAFIN FILOMENO,1960 - 1964,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JULIO,CARDENAS SANCHEZ,Colegio Nacional Antonio Raymondi,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JULIO CESAR,PARIONA HUAMAN,COLEGIO NACIONAL SAN LUIS GONZALES DE ICA ,2000 - 2001,,2DO,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JULIO CESAR,PARIONA HUAMAN,COLEGIO NACIONAL SANTÍSIMA CRUZ,2006 - 2007,,,,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JULIO CESAR,PARIONA HUAMAN,INSTITUCIÓN EDUCATIVA ANDRES BELLO ,2002 - 2002,,,3ERO,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JULIO CESAR,PARIONA HUAMAN,INSTITUCIÓN EDUCATIVA FE Y ALEGRÍA N° 30 PUEBLO NUEVO ,1999 - 2000,1ERO,,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,KAREN DENISSE,MANDUJANO ATENCIO,Alfonso Ugarte,2001 - 2001,1ERO,,,,
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,KAREN DENISSE,MANDUJANO ATENCIO,Ciencias Aplicadas,2002 - 2005,,2DO,3ERO,4TO,5TO
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,KILDER,FUENTES BERMUDEZ,COLEGIO CRISTO REDENTOR,1980 - 1981,1ERO,2DO,,,
